|Unnamed: 0|Name|Deutscher Name|UUID des Taxons|UUID des direkt übergeordneten Taxons|Synonyme|Konzeptbeziehungen|Jahrzehnt|Auswertung|Taxa|Arten|Oberste Taxa|Status|Neobiota|Aktuelle Bestandssituation|kurzfristiger Bestandstrend|Langfristiger Bestandstrend|Sonderfälle|Letzter Nachweis|RL Kat.|Risikofaktoren|Risikofaktoren (Kürzel 1)|Risikofaktoren (Kürzel 2)|Risikofaktoren (Kürzel 3)|Taxonomischer Bezug|alte RL- Kat.|Kat. +/-|Grund der Kategorieänderung 1|Grund der Kategorieänderung 2|Grund der Kategorieänderung 3|Kommentar zur Taxonomie|Kommentar zur Gefährdung|Kommentar zur Nachsuche|Weitere Kommentare|Anteil|Lage|Gefährdung|Verantwortlichkeit|Endemit|Kommentar zur Verantwortlichkeit
3225|3225|Pulmonaria mollis subsp. alpigena W. Sauer|Voralpen-Lungenkraut|b2c1f759-da29-4d13-920a-6db33f669e93|90bc17e9-ebe0-469d-b05a-9bfe60accc3a||≙Pulmonaria mollis subsp. alpigena W. Sauer||I|Taxa|||I||Sehr selten|=|Mäßiger Rückgang|||3|=||||≙|*|-|K|||||||A3|Lz|G+|!!||
3226|3226|Pulmonaria mollis subsp. mollis|Weiches Lungenkraut|24b3cb29-49a8-4a3b-aa52-b817d91c4aad|90bc17e9-ebe0-469d-b05a-9bfe60accc3a||≙Pulmonaria mollis subsp. mollis||I|Taxa|||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|*|-|R|||||||A0|Lr|G+|||
3227|3227|Pulmonaria montana Lej.|Knolliges Lungenkraut|af43bd74-4d42-43bc-a11b-a6830632ba52|||≙Pulmonaria montana Lej.||M||Arten|Oberste Taxa|I||Selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lh|G+|||
3228|3228|Pulmonaria montana subsp. montana|Knollen-Lungenkraut|a0f8ac5c-eab7-4e84-a9e8-ef36300e0b9a|af43bd74-4d42-43bc-a11b-a6830632ba52|Pulmonaria montana|≙Pulmonaria montana||I|Taxa|||I||Selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lh|G+|||
3229|3229|Pulmonaria officinalis agg.|Geflecktes Lungenkraut (Artengruppe)|30eb726e-061f-4da6-8efe-1484e0b456f0|||≙Pulmonaria officinalis agg.||A|||Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
3230|3230|Pulmonaria obscura Dumort.|Dunkles Lungenkraut|978b26cf-597e-4cf1-887d-dcf835aee3b8|30eb726e-061f-4da6-8efe-1484e0b456f0||≙Pulmonaria obscura Dumort.||K|Taxa|Arten||I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3231|3231|Pulmonaria officinalis L.|Geflecktes Lungenkraut|3aa59f40-d69f-4ea6-9e5e-d169637e922f|30eb726e-061f-4da6-8efe-1484e0b456f0||≙Pulmonaria officinalis L.||K|Taxa|Arten||I||Mäßig häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
3232|3232|Pulsatilla alpina (L.) Delarbre|Alpen-Küchenschelle|36f8bd94-cb20-4aeb-8c59-4c6010ad6e18||Pulsatilla alba#Pulsatilla apiifolia|>Pulsatilla alpina#>Pulsatilla alba#>Pulsatilla apiifolia||M||Arten|Oberste Taxa|I||Selten|=|Gleich bleibend|||*|=||||>|*|=||||||||A0|Lr|G+|||
3233|3233|Pulsatilla alpina subsp. alba Zämelis & Paegle|Brocken-Küchenschelle|cd94cf8d-0add-409e-8065-437e23460168|36f8bd94-cb20-4aeb-8c59-4c6010ad6e18|Pulsatilla alba|≙Pulsatilla alba||I|Taxa|||I||Extrem selten|=|Mäßiger Rückgang|||2|=||||≙|1|+|R(Na)|||In Korneck et al. (1996) aus heutiger Sicht irrtümlich als Pulsatilla alba bezeichnet.||||A0|Li|G3|(!)||Die Vorkommen auf dem Brocken (Harz) bilden einen hochgradig isolierten Vorposten; Taxonomie und Verbreitung der Sippe sind aber noch nicht vollständig geklärt (Welk 2002).
3234|3234|Pulsatilla alpina subsp. alpina|Alpen-Küchenschelle|1c1ee96f-09ec-420d-8e13-caa34fff8f48|36f8bd94-cb20-4aeb-8c59-4c6010ad6e18|Pulsatilla alpina|≙Pulsatilla alpina||I|Taxa|||I||Selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
3235|3235|Pulsatilla alpina subsp. apiifolia (Scop.) Nyman|Gelbe Alpen-Küchenschelle|b349988e-7579-45fa-9de7-4bf87975b6d1|36f8bd94-cb20-4aeb-8c59-4c6010ad6e18|Pulsatilla apiifolia|≙Pulsatilla apiifolia||I|Taxa|||I||Extrem selten|(v)|Mäßiger Rückgang|||1|=||||≙|R|-|R|K||||||A0|Lr|G+|||
3236|3236|Pulsatilla patens (L.) Mill.|Finger-Küchenschelle|fdde78dc-17e8-4daf-a2ae-74a6bb8e980f|||≙Pulsatilla patens (L.) Mill.||M||Arten|Oberste Taxa|I||Sehr selten|(v)|Starker Rückgang|||1|=||||≙|1|=||||||||A0|Lr|G?|?||
3237|3237|Pulsatilla patens subsp. patens|Finger-Küchenschelle|dccdbf94-dd32-4899-ae2c-4ab28f80b110|fdde78dc-17e8-4daf-a2ae-74a6bb8e980f|Pulsatilla patens|≙Pulsatilla patens||I|Taxa|||I||Sehr selten|(v)|Starker Rückgang|||1|=||||≙|1|=||||||||A0|Lr|G?|?||
3238|3238|Pulsatilla pratensis (L.) Mill.|Wiesen-Küchenschelle|2dabfa8d-b98c-4782-9218-740e32d93364|||≙Pulsatilla pratensis (L.) Mill.||M||Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|2|=|||||||Die morphologische Trennung der beiden Unterarten ist oft kaum möglich|A0|Lh|G+|||
3239|3239|Pulsatilla pratensis subsp. nigricans (Störck) Zämelis|Schwärzliche Wiesen-Küchenschelle|a93d099d-3cdd-4c4c-971e-3fa3d4578bdf|2dabfa8d-b98c-4782-9218-740e32d93364|Pulsatilla pratensis|<Pulsatilla pratensis||I|Taxa|||I||Selten|(v)|Starker Rückgang|||2|=||||<|nb|||||||||A0|Lr|G?|?||
3240|3240|Pulsatilla pratensis subsp. pratensis|Wiesen-Küchenschelle|f9e6bdc1-56a9-4ef5-bd8e-d148e8593192|2dabfa8d-b98c-4782-9218-740e32d93364|Pulsatilla pratensis|<Pulsatilla pratensis||I|Taxa|||I||Selten|(v)|Starker Rückgang|||2|=||||<|nb|||||||||A1|Lh|G+|||
3241|3241|Pulsatilla vernalis (L.) Mill.|Frühlings-Küchenschelle|f8fa0d4a-0c61-4c1b-8d1f-16994d39d4a9|||≙Pulsatilla vernalis (L.) Mill.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|(v)|Starker Rückgang|S||2|=||||≙|1|+|R(Na)|||||||A0|Lr|G+|||
3242|3242|Pulsatilla vulgaris Mill.|Gewöhnliche Küchenschelle|35ee6ee9-a467-44f9-88b8-ccd875b35865||Pulsatilla vulgaris subsp. vulgaris#Pulsatilla vulgaris subsp. grandis|>Pulsatilla vulgaris subsp. vulgaris#>Pulsatilla vulgaris subsp. grandis||M||Arten|Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||>|3|=||||||||A1|Lh|G+|||
3243|3243|Pulsatilla vulgaris subsp. vulgaris|Gewöhnliche Küchenschelle|8d822b8f-85b6-4492-b5a8-27e5dda6126d|35ee6ee9-a467-44f9-88b8-ccd875b35865|Pulsatilla vulgaris subsp. grandis|>Pulsatilla vulgaris subsp. vulgaris#>Pulsatilla vulgaris subsp. grandis||I|Taxa|||I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||>|3|=||||Die von Korneck et al. (1996) als Pulsatilla vulgaris subsp. grandis bezeichneten Pflanzen gehören nach Lippert & Meierott (2014) zu P. vulgaris var. oenipontana, die hier als Synonym von P. vulgaris subsp. vulgaris eingestuft wird. |||"Korneck et al. (1996) unterschieden zwei Unterarten, von denen die bundesweit verbreitete Pulsatilla vulgaris subsp. vulgaris in die Kategorie ""3"" und die als in Bayern vorkommend angegebene P. vulgaris subsp. grandis (= P. vulgaris subsp. vulgaris var. oenipontana) in die Kategorie ""2"" eingestuft wurden."|A1|Lh|G+|||
3244|3244|Pyrola chlorantha Sw.|Grünblütiges Wintergrün|bafcd75e-8fab-4ac3-94b0-e3088525a67b|||≙Pyrola chlorantha Sw.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|R|||||||A0|Lr|G+|||
3245|3245|Pyrola media Sw.|Mittleres Wintergrün|372ea1e9-05ca-49da-8268-0194ed7880fe|||≙Pyrola media Sw.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|(v)|Starker Rückgang|S||2|=||||≙|2|=|||||In den Alpen noch wenige stabile Vorkommen, außerhalb fast überall erloschen.|||A0|Lr|G+|||
3246|3246|Pyrola minor L.|Kleines Wintergrün|fde789f3-7901-485e-a757-7532f869d31b|||≙Pyrola minor L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||≙|*|-|R|||||||A0|Lh|G+|||
3247|3247|Pyrola rotundifolia L.|Rundblättriges Wintergrün|265db86d-11d8-4c05-af5b-9a885ffb99b8|||≙Pyrola rotundifolia L.||M||Arten|Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||≙|3|=||||||||A0|Lh|G+|||
3248|3248|Pyrola rotundifolia subsp. maritima E.F. Warb.|Dünen-Wintergrün|3b28a670-b35a-4c8a-88f9-faffddccb2c4|265db86d-11d8-4c05-af5b-9a885ffb99b8|Pyrola rotundifolia|<Pyrola rotundifolia||I|Taxa|||I||Extrem selten|?|Daten ungenügend|||R|=||||<|nb|||||||||A1|Lh|G+|||
3249|3249|Pyrola rotundifolia subsp. rotundifolia|Rundblättriges Wintergrün|76f85a7b-dc07-4f8c-bbbb-8ca158454e58|265db86d-11d8-4c05-af5b-9a885ffb99b8|Pyrola rotundifolia|<Pyrola rotundifolia||I|Taxa|||I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||<|3|=||||||||A0|Lh|G+|||
3250|3250|Pyrus communis agg.|Kultur-Birne (Artengruppe)|c1ee0e83-366f-4c50-9843-d8262e625ffa|||≙Pyrus communis agg.||A|||Oberste Taxa|I||Mäßig häufig|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
3251|3251|Pyrus communis L.|Kultur-Birne|1f4c4af7-27cd-44a0-96e4-ac9fc36e6096|c1ee0e83-366f-4c50-9843-d8262e625ffa||≙Pyrus communis L.||K|Taxa|Arten||N|N|Nicht bewertet|||||nb|||||≙|*||||||||Verwilderte Kulturbirnen und ihre Hybriden mit Pyrus pyraster wurden von P. pyraster unzureichend unterschieden.||||nb||
3252|3252|Pyrus pyraster (L.) Burgsd.|Wild-Birne|75df4d73-36ce-4b60-b1dd-9ec18b8a884b|c1ee0e83-366f-4c50-9843-d8262e625ffa||≙Pyrus pyraster (L.) Burgsd.||K|Taxa|Arten||I||Mäßig häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3253|3253|Quercus calvescens Vuk.|Verkahlende Flaum-Eiche|7bbe2b66-551c-47bb-bc17-6b84fb80cbd6||Quercus streimii notho|≙Quercus streimii notho||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|^|Deutliche Zunahme|||*|=||||≙|*|=|||||||||||nb||
3254|3254|Quercus petraea (Matt.) Liebl.|Trauben-Eiche|0ad8a4b7-489b-492d-b6b3-91c14cd864b5|||≙Quercus petraea (Matt.) Liebl.||M||Arten|Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||In Korneck et al. (1996) aus heutiger Sicht irrtümlich als Quercus streimii bezeichnet.||||A1|Lh|G+|||
3255|3255|Quercus petraea subsp. petraea|Trauben-Eiche|c2794a2f-a88c-462e-ad54-97df41648131|0ad8a4b7-489b-492d-b6b3-91c14cd864b5|Quercus petraea|≙Quercus petraea||I|Taxa|||I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lh|G+|||
3256|3256|Quercus pubescens Willd.|Flaum-Eiche|c68c40a2-28e3-415d-b528-2a58b760ea39|||≙Quercus pubescens Willd.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Mäßiger Rückgang|||3|=||||≙|3|=|||||||Die Art hybridisiert auch mit den beiden anderen einheimischen Quercus-Arten; diese Hybriden wurden unzureichend erfasst.|A0|Lr|G+|||
3257|3257|Quercus robur L.|Stiel-Eiche|1bc3e924-7a74-446d-acf9-0e1e980524f5|||≙Quercus robur L.||M||Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3258|3258|Quercus robur subsp. robur|Stiel-Eiche|d3605d61-c52b-4c7f-afff-7c60287ac95a|1bc3e924-7a74-446d-acf9-0e1e980524f5|Quercus robur|≙Quercus robur||I|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3259|3259|Quercus rubra L.|Rot-Eiche|ed5cdcd7-4fc5-4237-8efc-e9110007def1|||||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb||||||kN||||||||Die Art wird als invasiv eingestuft (Nehring et al. 2013).||||nb||
3260|3260|Radiola linoides Roth|Zwergflachs|48266c81-93dc-4316-a081-d78f25d8bdec|||≙Radiola linoides Roth||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|2|=||||||||A1|Lh|G?|?||
3261|3261|Ranunculus aconitifolius L.|Eisenhut-Hahnenfuß|7753d9c1-209d-4ffc-85d4-bffa94de9c8f|||≙Ranunculus aconitifolius L.||S|Taxa|Arten|Oberste Taxa|I||Selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3262|3262|Ranunculus acris L.|Scharfer Hahnenfuß|64b3f8c7-2e6c-481c-82b1-6108f37c0c99|||≙Ranunculus acris L.||M||Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3263|3263|Ranunculus acris subsp. acris|Scharfer Hahnenfuß|995bda24-de15-43ca-92dd-d3d1b4681526|64b3f8c7-2e6c-481c-82b1-6108f37c0c99|Ranunculus acris|<Ranunculus acris||I|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||<|*|=||||||||A0|Lh|G+|||
3264|3264|Ranunculus acris subsp. friesianus (Jord.) Syme|Fries' Hahnenfuß|f07df9b6-a36d-4fed-abcd-0be18331e378|64b3f8c7-2e6c-481c-82b1-6108f37c0c99|Ranunculus acris|<Ranunculus acris||I|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3265|3265|Ranunculus alpestris L.|Alpen-Hahnenfuß|adab902f-9a92-43f4-aeeb-0ec69f472baf|||≙Ranunculus alpestris L.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
3266|3266|Ranunculus aquatilis agg.|Gewöhnlicher Wasser-Hahnenfuß (Artengruppe)|47bc92e5-7575-4b33-9975-5b28a50dc198|||≙Ranunculus aquatilis agg.||A|||Oberste Taxa|I||Häufig|=|Mäßiger Rückgang|||*|=||||≙|*|=|||||||||||nb||
3267|3267|Ranunculus aquatilis L.|Gewöhnlicher Wasser-Hahnenfuß|96763dc7-c815-4f17-b665-d729e7526ec6|47bc92e5-7575-4b33-9975-5b28a50dc198||≙Ranunculus aquatilis L.||K|Taxa|Arten||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lh|G+|||
3268|3268|Ranunculus ololeucos J. Lloyd|Reinweißer Wasser-Hahnenfuß|068f3a02-6171-4e57-88bf-45f15b6255bc|47bc92e5-7575-4b33-9975-5b28a50dc198||≙Ranunculus ololeucos J. Lloyd||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|1|+|K|||||||A0|Lr|G?|?||
3269|3269|Ranunculus peltatus Schrank|Schild-Wasser-Hahnenfuß|9fbd817e-2070-4cc0-a91b-7925b0a78906|47bc92e5-7575-4b33-9975-5b28a50dc198|Ranunculus baudotii|>Ranunculus baudotii#>Ranunculus peltatus||T||Arten||I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||>|*|=||||||||A0|Lh|G+|||
3270|3270|Ranunculus peltatus subsp. baudotii (Godr.) C.D.K. Cook|Brackwasser-Hahnenfuß|2f9517bb-e72f-4524-826e-bd5c7b7cda20|9fbd817e-2070-4cc0-a91b-7925b0a78906|Ranunculus baudotii|≙Ranunculus baudotii||F|Taxa|||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|*|-|K|||||||A0|Lh|G?|?||
3271|3271|Ranunculus peltatus subsp. fucoides (Freyn) Muñoz Garm.|Sanikelblättriger Wasser-Hahnenfuß|0f50b5d9-b41b-4d59-990a-e403dcc96a78|9fbd817e-2070-4cc0-a91b-7925b0a78906||||F|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=|||||kN|||||||||A0|Li|G+|(!)||Die Population repräsentiert einen isolierten Vorposten der mediterran-(sub)atlantisch verbreiteten Art, deren nächste Vorkommen aus den Gebieten Île-de-France und Saône et Loire nachgewiesen sind.
3272|3272|Ranunculus peltatus subsp. peltatus|Schild-Wasser-Hahnenfuß|bcef2183-af34-48be-8bf6-0b6ee68e7b25|9fbd817e-2070-4cc0-a91b-7925b0a78906|Ranunculus peltatus|≙Ranunculus peltatus||F|Taxa|||I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3273|3273|Ranunculus penicillatus (Dumort.) Bab.|Pinselblättriger Wasser-Hahnenfuß|2eb0995f-0716-4de4-8aaa-abfd56d0b19f|47bc92e5-7575-4b33-9975-5b28a50dc198||≙Ranunculus penicillatus (Dumort.) Bab.||T||Arten||I||Selten|=|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lh|G+|||
3274|3274|Ranunculus penicillatus subsp. penicillatus|Pinselblättriger Wasser-Hahnenfuß|64578865-c869-4207-9b09-8bdf03de9380|2eb0995f-0716-4de4-8aaa-abfd56d0b19f|Ranunculus penicillatus|<Ranunculus penicillatus||F|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3275|3275|Ranunculus penicillatus subsp. pseudofluitans (Syme) S.D. Webster|Flutender Pinselblättriger Wasser-Hahnenfuß|1fbfbf2e-987b-41f7-b2d8-6c1f5a8ae97c|2eb0995f-0716-4de4-8aaa-abfd56d0b19f|Ranunculus penicillatus|<Ranunculus penicillatus||F|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3276|3276|Ranunculus rionii Lagger|Kleinblütiger Wasser-Hahnenfuß|d8449566-5197-4937-ac4a-a3ca75294f87|47bc92e5-7575-4b33-9975-5b28a50dc198||≙Ranunculus rionii Lagger||K|Taxa|Arten||I||Sehr selten|=|Mäßiger Rückgang|||3|=||||≙|*|-|K||||||||||nb||
3277|3277|Ranunculus confervoides (Fr.) Fr.|Wurzelnder Wasser-Hahnenfuß|2487489e-d805-4b74-83a4-3bb0cdfcdc5b|47bc92e5-7575-4b33-9975-5b28a50dc198|Ranunculus trichophyllus subsp. lutulentus|≙Ranunculus trichophyllus subsp. lutulentus||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||≙|*|-|K|||||||A0|Lr|G+|||In Ludwig et al. (2007) als R. trichophyllus subsp. eradicatus
3278|3278|Ranunculus trichophyllus Chaix|Gewöhnlicher Haarblättriger Wasser-Hahnenfuß|7191b12f-cce0-43d3-8c13-c60884519efb|47bc92e5-7575-4b33-9975-5b28a50dc198|Ranunculus trichophyllus subsp. trichophyllus|≙Ranunculus trichophyllus subsp. trichophyllus||K|Taxa|Arten||I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|V|+|R|K|||||||||nb||
3279|3279|Ranunculus tripartitus DC.|Dreiteiliger Wasser-Hahnenfuß|da6280ca-bd0b-4245-8b92-0130c5086547|47bc92e5-7575-4b33-9975-5b28a50dc198|||2000.0|K|Taxa|Arten||I||Ausgestorben oder verschollen,||||vor 2000|0||||||kN||||||||Ob die Art überhaupt in Deutschland vorkam oder nur falsch bestimmt wurde, ist umstritten (Jäger 2011).||||nb||
3280|3280|Ranunculus arvensis L.|Acker-Hahnenfuß|a97e3737-6450-4fe1-9c6a-03fa24cc26df|||≙Ranunculus arvensis L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||≙|3|=||||||||A0|Lr|G?|?||
3281|3281|Ranunculus auricomus agg.|Gold-Hahnenfuß (Artengruppe)|77f3db9f-6412-409c-ac9c-04118ea54e9f|||≙Ranunculus auricomus agg.||A|||Oberste Taxa|I||Häufig|(v)|Gleich bleibend|||*|=||||≙|*|=|||||Bei allen Arten des Aggregats mit Rückgang findet dieser schwerpunktmäßig im Grünland statt: Drainage und Düngung oder Umbruch führen zum Verschwinden von Populationen; Vorkommen in lichten Wäldern oder Feldgehölzen sind dann teilweise die einzigen Refugien.||||||nb||
3282|3282|Ranunculus abstrusus O. Schwarz|Sonderbarer Gold-Hahnenfuß|383bb1d8-2fdd-4a1b-aa2c-3cf2a978ef1f|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||<|nb||||||||||||nb||
3283|3283|Ranunculus aemulans O. Schwarz|Nachahmender Gold-Hahnenfuß|99fd551c-0ad2-473e-9b5e-c3725e371f11|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Rückgang, Ausmaß unbekannt|||2|=||||<|nb||||||||||||nb||
3284|3284|Ranunculus alnetorum W. Koch|Erlenwald-Gold-Hahnenfuß|519ca8c1-8e9f-486f-8f86-3060e6b39520|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Mäßiger Rückgang|||1|=||||<|nb||||||||||||nb||
3285|3285|Ranunculus alsaticus W. Koch|Elsässer Gold-Hahnenfuß|8ccdc497-4806-456a-8d86-003b78254ea9|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Mäßiger Rückgang|||3|=||||<|nb||||||||||||nb||
3286|3286|Ranunculus ambranus Hörandl & Gutermann|Pontischer Gold-Hahnenfuß|f3a29167-b8bf-4b9d-8f1d-e0e5fc98e55e|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.|1990.0|K|Taxa|Arten||I||Ausgestorben oder verschollen,||||vor 1985|0|||||<|nb|||||||||AE|||!!|E|Früher selten in Niederbayern.
3287|3287|Ranunculus argoviensis W. Koch|Aargauer Gold-Hahnenfuß|f311250c-627a-45ff-abd9-eda4558fd932|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||<|nb||||||||||||nb||
3288|3288|Ranunculus basitruncatus Borch.-Kolb|Gestutzter Gold-Hahnenfuß|8ab6f02b-0383-4ddb-ad72-56674f699a1a|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Starker Rückgang|||1|=||||<|nb||||||Rückgang in den vergangenen 30 Jahren um ca. 80 %, auch am locus typi durch Wiesenumbruch verschwunden.|||AE|||!!|E|Selten in Bayern (nur noch eine verbliebene Population südöstlich Velden), eine sehr ähnliche oder identische Population bei Bamberg.
3289|3289|Ranunculus biclaterae Dunkel|Dreifrauen-Gold-Hahnenfuß|7700b8f2-4a62-4826-ad13-c48c23655f31|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||<|nb||||||In Wäldern stabil, in Wiesen abnehmend.|||AE|||!!|E|Lokalendemit bei Schweinfurt.
3290|3290|Ranunculus biformis W. Koch|Zweigestaltiger Gold-Hahnenfuß|42c240e2-3180-49a6-a131-43a624f879a5|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||<|nb||||||||||||nb||
3291|3291|Ranunculus borchers-kolbiae Ericsson|Gestielter Gold-Hahnenfuß|515e2250-46ed-4ea5-bbd7-ede8176450b7|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||<|nb||||||||||||nb||
3292|3292|Ranunculus buchoniae Dunkel|Buchonia-Gold-Hahnenfuß|f595fba8-b2a9-4fc2-b91a-21eb284ebf76|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||Die Art scheint nicht gefährdet zu sein, die Verbreitung ist aber noch unzureichend bekannt (Dunkel 2016).||||||nb||
3293|3293|Ranunculus cassubicifolius W. Koch|Langblättriger Gold-Hahnenfuß|471d6e36-8aa6-4bc7-b942-d2c414963493|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Mäßiger Rückgang|||3|=||||<|nb|||||||||A3|Lz|G?|!!||
3294|3294|Ranunculus chrysoleptos Brodtb. & Dunkel|Feinblättriger Gold-Hahnenfuß|dc9fca41-a142-449f-944f-d3fc1e67df06|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Gleich bleibend|S||2|=||||<|nb||||||||||||nb||
3295|3295|Ranunculus constans Haas|Gleichmäßiger Gold-Hahnenfuß|6cddc9db-6752-41c9-82f0-c0427710bc74|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.|1950.0|K|Taxa|Arten||I||Ausgestorben oder verschollen,||||vor 1950|0|||||<|nb||||||||||||nb||
3296|3296|Ranunculus dactylophyllus Borch.-Kolb|Fingerblättriger Gold-Hahnenfuß|dd81307e-241f-4009-8ebc-a2165cd3cc4c|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||<|nb||||||||||||nb||
3297|3297|Ranunculus danubius Borch.-Kolb|Donau-Gold-Hahnenfuß|0cbe56d1-41c1-4596-b00a-d29e5e86db57|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||<|nb||||||||||||nb||
