|Unnamed: 0|Name|Deutscher Name|UUID des Taxons|UUID des direkt übergeordneten Taxons|Synonyme|Konzeptbeziehungen|Jahrzehnt|Auswertung|Taxa|Arten|Oberste Taxa|Status|Neobiota|Aktuelle Bestandssituation|kurzfristiger Bestandstrend|Langfristiger Bestandstrend|Sonderfälle|Letzter Nachweis|RL Kat.|Risikofaktoren|Risikofaktoren (Kürzel 1)|Risikofaktoren (Kürzel 2)|Risikofaktoren (Kürzel 3)|Taxonomischer Bezug|alte RL- Kat.|Kat. +/-|Grund der Kategorieänderung 1|Grund der Kategorieänderung 2|Grund der Kategorieänderung 3|Kommentar zur Taxonomie|Kommentar zur Gefährdung|Kommentar zur Nachsuche|Weitere Kommentare|Anteil|Lage|Gefährdung|Verantwortlichkeit|Endemit|Kommentar zur Verantwortlichkeit
85|85|Ailanthus altissima (Mill.) Swingle|Drüsiger Götterbaum|6f26db3b-e0ff-4ff3-8c64-9a70dc69b7ac|||≙Ailanthus altissima (Mill.) Swingle||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||Die Art wird als invasiv eingestuft (Nehring et al. 2013).||||nb||
86|86|Aira caryophyllea L.|Nelken-Haferschmiele|81482014-abcc-4f66-b01d-d5d69f4fcfa9|||≙Aira caryophyllea L.||M||Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lh|G+|||
87|87|Aira caryophyllea subsp. caryophyllea|Nelken-Haferschmiele|3e6d3930-3e44-42f1-b127-18295571818b|81482014-abcc-4f66-b01d-d5d69f4fcfa9|Aira caryophyllea|<Aira caryophyllea||I|Taxa|||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||<|V|=|||||||||||nb||
88|88|Aira caryophyllea subsp. plesiantha (Jord.) K. Richt.|Vielblütige Nelken-Haferschmiele|fd78acbe-7b0d-47af-9e42-6c828006cdf5|81482014-abcc-4f66-b01d-d5d69f4fcfa9|Aira caryophyllea|<Aira caryophyllea||I|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
89|89|Aira praecox L.|Frühe Haferschmiele|55b1ea66-18c2-4e44-81af-75b87efac286|||≙Aira praecox L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A1|Lh|G+|||
90|90|Ajuga chamaepitys (L.) Schreb.|Gelber Günsel|d6fc1a37-f801-42fe-8b95-2b6f0caffbb7|||≙Ajuga chamaepitys (L.) Schreb.||M||Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|R|||||||A0|Lr|G+|||
91|91|Ajuga chamaepitys subsp. chamaepitys|Gelber Günsel|37b74f1e-f739-4ef8-9c6d-9931f2953fdf|d6fc1a37-f801-42fe-8b95-2b6f0caffbb7|Ajuga chamaepitys|≙Ajuga chamaepitys||I|Taxa|||I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|R|||||||A0|Lr|G+|||
92|92|Ajuga genevensis L.|Heide-Günsel|ba4ed6cb-42a5-457d-8e5f-97f8b746272d|||≙Ajuga genevensis L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lh|G+|||
93|93|Ajuga pyramidalis L.|Pyramiden-Günsel|dea9e9a0-d1c5-4368-842e-caf5f5ce10c9|||≙Ajuga pyramidalis L.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|3|+|K||||In den Alpen ungefährdet, im Flach-und Hügelland z. T. zurückgehend, dort auch verschleppt.|||A0|Lh|G+|||
94|94|Ajuga reptans L.|Kriech-Günsel|22ef843e-bf32-4dbb-b299-80d1c4c36142|||≙Ajuga reptans L.||S|Taxa|Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
95|95|Alchemilla alpina agg.|Alpen-Frauenmantel (Artengruppe)|5ded2965-de05-4fce-b4e7-5051feeb0a6c|||≙Alchemilla alpina agg.||A|||Oberste Taxa|I||Extrem selten|=|Daten ungenügend|||R|=||||≙|nb||||||||||||nb||
96|96|Alchemilla alpina L.|Alpen-Frauenmantel|a5653e3b-5e0f-4071-af62-38732bba1f8a|5ded2965-de05-4fce-b4e7-5051feeb0a6c||≙Alchemilla alpina L.||K|Taxa|Arten||I||Extrem selten|=|Daten ungenügend|||R|=||||≙|R|=||||||||A0|Lr|G+|||
97|97|Alchemilla conjuncta agg.||dd6447cd-1b9f-4ac4-a52f-5d7574473c96|||≙Alchemilla conjuncta agg.||A|||Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
98|98|Alchemilla alpigena Buser|Kalkalpen-Frauenmantel|fb4e8da3-4fa0-4542-997f-bbe7730a7df3|dd6447cd-1b9f-4ac4-a52f-5d7574473c96||≙Alchemilla alpigena Buser||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lr|G+|||
99|99|Alchemilla hoppeana (Rchb.) Dalla Torre|Hoppes Frauenmantel|ef8a91d9-c418-4587-96b9-7827ab465f5d|dd6447cd-1b9f-4ac4-a52f-5d7574473c96||≙Alchemilla hoppeana (Rchb.) Dalla Torre||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lr-h|G+|||
100|100|Alchemilla nitida Buser|Glanz-Frauenmantel|b542d2c0-266f-4401-9b47-0ac289b03e85|dd6447cd-1b9f-4ac4-a52f-5d7574473c96||||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=|||||kN|||||||||A1|Lr|G+|||
101|101|Alchemilla pallens Buser|Blassgrüner Frauenmantel|acb05126-5338-4771-a9de-1a6db143ad5e|dd6447cd-1b9f-4ac4-a52f-5d7574473c96|Alchemilla grossidens|>Alchemilla pallens#>Alchemilla grossidens||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||>|nb|||||Die von Korneck et al. (1996) aus heutiger Sicht irrtümlich als Alchemilla grossidens bezeichneten Bestände gehören zu A. pallens.||||A1|Lr|G+|||
102|102|Alchemilla fissa agg.|Zerschlitzter Frauenmantel (Artengruppe)|b123e16d-ce71-4b2a-921b-8958d98da7f0|||≙Alchemilla fissa agg.||A|||Oberste Taxa|I||Sehr selten|=|Daten ungenügend|||*|=||||≙|nb||||||||||||nb||
103|103|Alchemilla baltica Juz.|Baltischer Frauenmantel|3066e768-2e62-4c2c-b7c0-620d924514e5|b123e16d-ce71-4b2a-921b-8958d98da7f0||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN|||||||||A0|Li|G+|(!)||Die Vorkommen in Deutschland bilden isolierte westliche Vorposten des etwa vom Baltikum bis zum Baikal reichenden Hauptareals (vgl. Kurtto et al. 2007).
104|104|Alchemilla fallax Buser|Täuschender Frauenmantel|f6d41e73-5157-4317-8e75-40746d4df36d|b123e16d-ce71-4b2a-921b-8958d98da7f0||≙Alchemilla fallax Buser||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||≙|2|+|K|||||||A0|Lr|G+|||
105|105|Alchemilla fissa Günther & Schummel|Zerschlitzter Frauenmantel|f76828a0-b0bf-46a1-81ea-28a172419ad7|b123e16d-ce71-4b2a-921b-8958d98da7f0|Alchemilla pyrenaica|>Alchemilla fissa#>Alchemilla pyrenaica||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||>|*|=||||||||A1|Lr-h|G+|||
106|106|Alchemilla incisa Buser|Eingeschnittener Frauenmantel|e42cf217-e179-43ed-928f-051ed42757d2|b123e16d-ce71-4b2a-921b-8958d98da7f0||≙Alchemilla incisa Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
107|107|Alchemilla othmarii Buser|Othmars Frauenmantel|bba5ce10-d3c0-446a-924f-213bf837507a|b123e16d-ce71-4b2a-921b-8958d98da7f0||≙Alchemilla othmarii Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|3|+|K|||||||A1|Lr|G+|||
108|108|Alchemilla sericoneura Buser|Seidennerviger Frauenmantel|b05ff670-b1b8-40d1-af20-c66833500c65|b123e16d-ce71-4b2a-921b-8958d98da7f0|Alchemilla cuspidens|≙Alchemilla cuspidens||K|Taxa|Arten||I||Extrem selten|=|Daten ungenügend|||R|=||||≙|*|-|K|||||||A1|Lh|G+|||
109|109|Alchemilla hybrida agg.||a42bf24f-8806-4a3d-bf59-1959631b67e9|||≙Alchemilla hybrida agg.||A|||Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||≙|nb||||||||||||nb||
110|110|Alchemilla colorata Buser|Geröteter Frauenmantel|fe6bf027-4b75-4202-960a-604268dcf64b|a42bf24f-8806-4a3d-bf59-1959631b67e9||≙Alchemilla colorata Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
111|111|Alchemilla exigua Paulin|Kleiner Frauenmantel|fc2b4b6c-f826-4aca-b76e-c4ae0a2d5cad|a42bf24f-8806-4a3d-bf59-1959631b67e9||≙Alchemilla exigua Paulin||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|3|+|K|||||||A0|Lr|G+|||
112|112|Alchemilla flabellata Buser|Fächerblatt-Frauenmantel|b62a4736-fa92-4971-b0cc-205148703d15|a42bf24f-8806-4a3d-bf59-1959631b67e9||≙Alchemilla flabellata Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
113|113|Alchemilla glaucescens Wallr.|Filziger Frauenmantel|c164e8cd-91c5-4beb-ba89-bc87ab07bc3a|a42bf24f-8806-4a3d-bf59-1959631b67e9||≙Alchemilla glaucescens Wallr.||K|Taxa|Arten||I||Mäßig häufig|vv|Starker Rückgang|||3|=||||≙|3|=||||||||A1|Lh|G+|||
114|114|Alchemilla plicata Buser|Falten-Frauenmantel|17354beb-68bb-4062-af2a-a34f83022d02|a42bf24f-8806-4a3d-bf59-1959631b67e9||≙Alchemilla plicata Buser||K|Taxa|Arten||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|2|+|K|||||||A0|Lr|G+|||
115|115|Alchemilla mollis (Buser) Rothm.|Samt-Frauenmantel|9fe40b3c-e049-4b3c-a4c3-c0755bfc8b7c|a42bf24f-8806-4a3d-bf59-1959631b67e9||||K|Taxa|Arten||N|N|Nicht bewertet|||||nb||||||kN||||||||||||nb||
116|116|Alchemilla splendens agg.|Schimmernder Frauenmantel (Artengruppe)|1b2c1e86-b2ab-47c7-8fb2-9b6741fb7cd3||Alchemilla kerneri|>Alchemilla splendens#>Alchemilla kerneri||A|||Oberste Taxa|I||Extrem selten|?|Daten ungenügend|||R|=||||>|nb||||||||||||nb||
117|117|Alchemilla splendens Christ|Schimmernder Frauenmantel|2ec69a58-3cfa-48b7-ac6f-357be977463f|1b2c1e86-b2ab-47c7-8fb2-9b6741fb7cd3|Alchemilla kerneri|>Alchemilla splendens#>Alchemilla kerneri||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||>|nb|||||Die von Korneck et al. (1996) aus heutiger Sicht irrtümlich als Alchemilla kerneri bezeichneten Bestände gehören zu A. splendens.||||A0|Lr|G+|||
118|118|Alchemilla vulgaris agg.|Spitzlappen-Frauenmantel Artengruppe)|3d2b4358-0bc6-4962-8a01-66e84ac62572|||≙Alchemilla vulgaris agg.||A|||Oberste Taxa|I||Häufig|(v)|Mäßiger Rückgang|||*|=||||≙|nb||||||||||||nb||
119|119|Alchemilla aggregata Buser|Kleinknäuel-Frauenmantel|a66eb9c8-6d8f-45e4-adba-e9032e455cb2|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN|||||||||A0|Lh|G+|||
120|120|Alchemilla carniolica (Paulin) Fritsch|Krainer Frauenmantel|24920437-5ffa-4c85-a0e7-62c425b0d894|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN|||||||||A0|Li|G+|(!)||Das Vorkommen in Deutschland ist von den weiteren bekannten Fundorten in Italien und Slowenien hochgradig isoliert (vgl. Euro+Med 2006 ff.). 
121|121|Alchemilla compta Buser|Glatthaar-Frauenmantel|83f0a752-252c-40dc-9eda-fcaca1640062|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN|||||||||A0|Lh|G+|||
122|122|Alchemilla connivens Buser|Schmalzahn-Frauenmantel|239b6fee-2130-4201-87fe-6936ae283854|3d2b4358-0bc6-4962-8a01-66e84ac62572|Alchemilla cleistophylla|>Alchemilla cleistophylla#>Alchemilla connivens||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||>|nb|||||||||A0|Lr|G+|||
123|123|Alchemilla coriacea Buser|Lederblatt-Frauenmantel|2e3a9ef1-7595-45a1-8276-0f172b60ded0|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla coriacea Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
124|124|Alchemilla crinita Buser|Runzelblatt-Frauenmantel|7b591adb-8e50-4370-ba2c-dfcb4c7184bb|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla crinita Buser||K|Taxa|Arten||I||Selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
125|125|Alchemilla cymatophylla Juz.|Wellenblatt-Frauenmantel|c8668708-0ae5-45e4-ac62-78cf96d415c6|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla cymatophylla Juz.||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||≙|1|+|K|||||||A0|Lr|G+|||
126|126|Alchemilla decumbens Buser|Niederliegender Frauenmantel|cd68dea5-a765-4e4c-a60a-9fd164f6d882|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla decumbens Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
127|127|Alchemilla effusa Buser|Flachblatt-Frauenmantel|291b82c5-6f54-4657-b8e1-b9809b872f5f|3d2b4358-0bc6-4962-8a01-66e84ac62572|Alchemilla inconcinna|>Alchemilla effusa#>Alchemilla inconcinna||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||>|*|=||||Die von Korneck et al. (1996) aus heutiger Sicht irrtümlich als Alchemilla inconcinna bezeichneten Bestände gehören zu A. effusa.||||A1|Lr-h|G+|||
128|128|Alchemilla filicaulis Buser|Fadenstängel-Frauenmantel|d7590c3e-2adc-40c2-94ae-723d7de1432d|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla filicaulis Buser||K|Taxa|Arten||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|*|-|R|||||||A0|Lr|G+|||
129|129|Alchemilla frigens Buser|Kälte-Frauenmantel|0a3145b3-722a-4012-b8ae-62f67b37d6a7|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN|||||||||A0|Li|G+|(!)||Das Vorkommen im südlichen Schwarzwald ist von den Vorkommen in Frankreich und der Schweiz isoliert.
130|130|Alchemilla glabra Neygenf.|Kahler Frauenmantel|217385cb-3c9d-4069-bc43-a48eaa9d46a2|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla glabra Neygenf.||K|Taxa|Arten||I||Mäßig häufig|(v)|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
131|131|Alchemilla glabricaulis H. Lindb. f.|Kahlstängel-Frauenmantel|23390c04-e5ef-4bc0-aafa-9eed0063c3e9|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN|||||||||A0|Li|G+|(!)||Das Vorkommen im Bayerischen Wald (und Böhmerwald) ist vom Hauptareal, das von Baltikum bis nach Westsibirien reicht, hochgradig isoliert (vgl. Kurtto et al. 2007).
132|132|Alchemilla glomerulans Buser|Knäuel-Frauenmantel|333795e0-f263-4f41-8584-1f2a774cdc3f|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla glomerulans Buser||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|*|-|R|||||||A0|Lr|G+|||Die Vorkommen am Vogelsberg, in der Rhön und im Thüringer Wald sind vom in Skandinavien liegenden Hauptareal und den weiteren disjunkten Teilarealen (u. a. Alpenraum, Pyrenäen) hochgradig isoliert (vgl. Kurtto et al. 2007).
133|133|Alchemilla hirtipes Buser|Westtiroler Frauenmantel|ee1c8030-cdfc-4e44-9f48-0b6ddc1244d1|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|=|Daten ungenügend|||R|=|||||kN|||||||||A3|Lh|G+|!||
134|134|Alchemilla impexa Buser|Stumpfecken-Frauenmantel|be0d6c2a-a772-4e60-b544-905b7d70f1f4|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla impexa Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A1|Lr-h|G+|||
135|135|Alchemilla lineata Buser|Streifen-Frauenmantel|f7dfe0c6-0d34-47fb-88b9-3b5d1a58d9b6|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla lineata Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A1|Lr-h|G+|||
136|136|Alchemilla longituba S.E. Fröhner|Langröhren-Frauenmantel|721e6427-633c-467d-ab67-2355c95dee0b|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN||||||||Die Art wurde 2014 an mehreren Stellen in der Adelegg (Bayern und Baden-Württemberg) gefunden; die Nachweise vom Untersberg bei Berchtesgaden beziehen sich wohl auf österreichisches Gebiet (Hügin 2017).|A3|Lh|G+|!||
137|137|Alchemilla lunaria S.E. Fröhner|Halbmond-Frauenmantel|f9e086a2-e92c-4e0a-8fa7-a59864db6f25|3d2b4358-0bc6-4962-8a01-66e84ac62572|Alchemilla heteropoda|≙Alchemilla heteropoda||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|1|+|K|||In Korneck et al. (1996) aus heutiger Sicht irrtümlich als Alchemilla heteropoda bezeichnet.||||A1|Lr|G+|||
138|138|Alchemilla micans Buser|Zierlicher Frauenmantel|a2a37c57-0119-48bb-aa80-ca33190ff361|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla micans Buser||K|Taxa|Arten||I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|*|=||||||||A0|Lh|G+|||
139|139|Alchemilla monticola Opiz|Bergwiesen-Frauenmantel|3faa727e-121c-440f-9ad2-2422b2d91cf5|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla monticola Opiz||K|Taxa|Arten||I||Häufig|=|Mäßiger Rückgang|||*|=||||≙|*|=||||||||A0|Lh|G+|||
140|140|Alchemilla obscura Buser|Dunkler Frauenmantel|0e5c88cb-be20-437b-807a-59e35d6d7eba|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla obscura Buser||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||≙|*|-|K|||||||A1|Lr|G+|||
141|141|Alchemilla obtusa Buser|Stumpfzahn-Frauenmantel|4198937e-93fe-469e-a25e-5abf6cc57f8c|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla obtusa Buser||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|*|-|K|||||||A1|Lr-h|G+|||
142|142|Alchemilla propinqua Juz.|Schwachfilziger Frauenmantel|deb82d15-0c7d-4f6f-847b-32ffb85c2a63|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla propinqua Juz.||K|Taxa|Arten||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|*|-|R|||||||A0|Lr|G+|||
143|143|Alchemilla racemulosa Buser|Träubel-Frauenmantel|3ae631ad-ab19-482e-a614-c588a1c7dfb1|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN|||||||||A1|Lh|G+|||
144|144|Alchemilla reniformis Buser|Nierenblatt-Frauenmantel|9bfb1562-af6c-4361-85aa-069aa5a9e8b3|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla reniformis Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A1|Lr-h|G+|||
145|145|Alchemilla rubristipula Buser|Rotscheiden-Frauenmantel|9922ca8c-9231-4a05-8f5e-1bba790fc76c|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla rubristipula Buser||K|Taxa|Arten||I||Extrem selten|=|Daten ungenügend|||R|=||||≙|*|-|K|||||||A0|Lr|G+|||
146|146|Alchemilla semisecta Buser|Halbgeteilter Frauenmantel|68e6ea44-23d8-47f3-b3f3-50894fecbcd1|3d2b4358-0bc6-4962-8a01-66e84ac62572||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN|||||||||A0|Lr|G+|||
147|147|Alchemilla straminea Buser|Gelbstängel-Frauenmantel|662ef83c-3791-4065-a699-60c5a739ae7b|3d2b4358-0bc6-4962-8a01-66e84ac62572|Alchemilla sinuata|>Alchemilla sinuata#>Alchemilla straminea||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||>|*|=||||Die von Korneck et al. (1996) aus heutiger Sicht irrtümlich als Alchemilla sinuata bezeichneten Bestände gehören zu A. straminea.||||A0|Lr|G+|||
148|148|Alchemilla strigosula Buser|Gestriegelter Frauenmantel|7ef651d3-4465-4800-84c3-d7c6af80dd25|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla strigosula Buser||K|Taxa|Arten||I||Sehr selten|?|Daten ungenügend|||D|=||||≙|*| ||||||||A1|Lz|G+|!||
149|149|Alchemilla subcrenata Buser|Kerbzahn-Frauenmantel|f7094128-05ef-4338-95bb-1920c5bb4742|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla subcrenata Buser||K|Taxa|Arten||I||Mäßig häufig|=|Daten ungenügend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
150|150|Alchemilla subglobosa C.G. Westerl.|Kugelfrucht-Frauenmantel|a7e4a9cd-8f78-408e-be25-a66cc3d558ed|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla subglobosa C.G. Westerl.||K|Taxa|Arten||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|*|-|R|||||||A0|Lr|G+|||
151|151|Alchemilla tenuis Buser|Schlanker Frauenmantel|8ca38bac-8c34-4f9c-b886-1fdbb52f7dc8|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla tenuis Buser||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||≙|*|-|K|||||||A1|Lr-h|G+|||
152|152|Alchemilla tirolensis Dalla Torre & Sarnth.|Tiroler Frauenmantel|9d685f98-0718-464d-9e20-79d3c3c167ac|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla tirolensis Dalla Torre & Sarnth.||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||≙|*|-|K|||||||A0|Lr|G+|||
153|153|Alchemilla undulata Buser|Welliger Frauenmantel|41cac1b6-8ef0-403c-b825-7f96497b5c8f|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla undulata Buser||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
154|154|Alchemilla versipila Buser|Wechselhaar-Frauenmantel|309ca5e3-eedf-4980-a053-7c9fcb9bf4a2|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla versipila Buser||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||≙|*|-|K|||||||A1|Lr-h|G+|||
155|155|Alchemilla vulgaris L.|Spitzlappen-Frauenmantel|5f377591-bd2d-4458-9b32-60cecf2c84bc|3d2b4358-0bc6-4962-8a01-66e84ac62572|Alchemilla acutiloba|≙Alchemilla acutiloba||K|Taxa|Arten||I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|V|+|R|||||||A0|Lh|G+|||
156|156|Alchemilla xanthochlora Rothm.|Kleinblütiger Frauenmantel|5d60bace-168d-43b4-b447-f8c145b6d326|3d2b4358-0bc6-4962-8a01-66e84ac62572||≙Alchemilla xanthochlora Rothm.||K|Taxa|Arten||I||Häufig|(v)|Mäßiger Rückgang|||*|=||||≙|V|+|K|||||||A1|Lh|G+|||
157|157|Aldrovanda vesiculosa L.|Wasserfalle|11c2f42c-5687-40db-a5cb-452106957bc7|||≙Aldrovanda vesiculosa L.|2000.0|S|Taxa|Arten|Oberste Taxa|I||Ausgestorben oder verschollen,||||2000|0|||||≙|1|-|R||||||Aktuelle Vorkommen in Nordrhein-Westfalen und Bayern stammen aus Ansalbungen.|A0|Lr|G?|?||
158|158|Alisma plantago-aquatica agg.|Gewöhnlicher Froschlöffel (Artengruppe)|fa3125ca-1ec7-41a2-b15b-5aeed9cf6fb4|||≙Alisma plantago-aquatica agg.||A|||Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
159|159|Alisma gramineum Lej.|Grasblättriger Froschlöffel|c975664d-9452-4a53-88fb-31dcd93399e9|fa3125ca-1ec7-41a2-b15b-5aeed9cf6fb4||≙Alisma gramineum Lej.||K|Taxa|Arten||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|*|-|K|||||||A0|Lh|G+|||
160|160|Alisma lanceolatum With.|Lanzett-Froschlöffel|b85b66f9-eae7-4789-ac8f-5fd97bff9428|fa3125ca-1ec7-41a2-b15b-5aeed9cf6fb4||≙Alisma lanceolatum With.||K|Taxa|Arten||I||Mäßig häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lh|G+|||
161|161|Alisma plantago-aquatica L.|Gewöhnlicher Froschlöffel|3c32116c-cdd3-4db9-93e7-bd5c80e53123|fa3125ca-1ec7-41a2-b15b-5aeed9cf6fb4||≙Alisma plantago-aquatica L.||K|Taxa|Arten||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
162|162|Alliaria petiolata (M. Bieb.) Cavara & Grande|Lauchhederich|b5d36a5e-a84f-4bbb-aedc-11145d5c7679|||≙Alliaria petiolata (M. Bieb.) Cavara & Grande||S|Taxa|Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
163|163|Allium angulosum L.|Kantiger Lauch|e9692dd2-27e9-4f41-9372-d33002df185a|||≙Allium angulosum L.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A0|Lr|G?|?||
